product_id,product_name,category,price
356,Product_356,groceries,686997
357,Product_357,utilities,1746351
358,Product_358,furniture,1092647
359,Product_359,electronics,1651107
360,Product_360,furniture,1048455
361,Product_361,utilities,932259
362,Product_362,utilities,1963223
363,Product_363,utilities,192312
364,Product_364,furniture,1325794
365,Product_365,utilities,1283455
366,Product_366,furniture,1432290
367,Product_367,utilities,446650
368,Product_368,groceries,351868
369,Product_369,utilities,1970367
370,Product_370,furniture,1930705
371,Product_371,fashion,1621596
372,Product_372,utilities,1714329
373,Product_373,fashion,948818
374,Product_374,groceries,1485746
375,Product_375,electronics,77108
376,Product_376,groceries,1549297
377,Product_377,utilities,1179771
378,Product_378,fashion,1958089
379,Product_379,fashion,1105244
380,Product_380,furniture,305205
381,Product_381,fashion,1409972
382,Product_382,furniture,1632613
383,Product_383,electronics,150560
384,Product_384,utilities,1067172
385,Product_385,furniture,1435400
386,Product_386,electronics,167979
387,Product_387,fashion,1218425
388,Product_388,fashion,768589
389,Product_389,electronics,71745
390,Product_390,fashion,1439184
391,Product_391,electronics,111865
392,Product_392,furniture,1967436
393,Product_393,furniture,1281466
394,Product_394,electronics,1092200
395,Product_395,furniture,43321
396,Product_396,furniture,423704
397,Product_397,furniture,829006
398,Product_398,groceries,1991320
399,Product_399,utilities,1242869
400,Product_400,fashion,947982
401,Product_401,groceries,1851991
402,Product_402,furniture,206717
403,Product_403,electronics,1048202
404,Product_404,furniture,1449551
405,Product_405,utilities,203868
406,Product_406,furniture,679792
407,Product_407,electronics,115257
408,Product_408,utilities,608579
409,Product_409,furniture,230176
410,Product_410,utilities,210471
411,Product_411,fashion,934032
412,Product_412,fashion,492930
413,Product_413,furniture,1905436
414,Product_414,utilities,1811667
415,Product_415,electronics,1587438
416,Product_416,furniture,1986382
417,Product_417,fashion,1544350
418,Product_418,fashion,937559
419,Product_419,furniture,655605
420,Product_420,utilities,1208365
421,Product_421,fashion,409593
422,Product_422,utilities,835131
423,Product_423,fashion,1142262
424,Product_424,fashion,87661
425,Product_425,groceries,588535
426,Product_426,fashion,1313697
427,Product_427,electronics,1740684
428,Product_428,furniture,1435833
429,Product_429,furniture,286765
430,Product_430,utilities,1214682
431,Product_431,fashion,1327506
432,Product_432,electronics,1991206
433,Product_433,utilities,680482
434,Product_434,groceries,824462
435,Product_435,utilities,889270
436,Product_436,utilities,1939725
437,Product_437,fashion,468874
438,Product_438,groceries,1631502
439,Product_439,utilities,873499
440,Product_440,electronics,1043980
441,Product_441,electronics,138033
442,Product_442,furniture,650265
443,Product_443,groceries,633157
444,Product_444,groceries,1698050
445,Product_445,furniture,841106
446,Product_446,utilities,1235502
447,Product_447,groceries,1639135
448,Product_448,electronics,880120
449,Product_449,electronics,451734
450,Product_450,fashion,1441796
451,Product_451,groceries,685627
452,Product_452,utilities,241897
453,Product_453,furniture,21062
454,Product_454,furniture,1316312
455,Product_455,utilities,1643312
456,Product_456,fashion,115462
457,Product_457,furniture,1468021
458,Product_458,groceries,1518585
459,Product_459,fashion,790173
460,Product_460,groceries,592203
461,Product_461,electronics,1335352
462,Product_462,fashion,1697456
463,Product_463,furniture,678956
464,Product_464,fashion,1440499
465,Product_465,fashion,1467960
466,Product_466,fashion,1700963
467,Product_467,fashion,551849
468,Product_468,groceries,487010
469,Product_469,electronics,1675016
470,Product_470,utilities,1717900
471,Product_471,fashion,406193
472,Product_472,furniture,46734
473,Product_473,fashion,943875
474,Product_474,furniture,46069
475,Product_475,groceries,1803841
476,Product_476,furniture,557198
477,Product_477,utilities,1404199
478,Product_478,electronics,490951
479,Product_479,furniture,101264
480,Product_480,furniture,43275
481,Product_481,electronics,616562
482,Product_482,utilities,1543241
483,Product_483,fashion,382920
484,Product_484,furniture,211076
485,Product_485,electronics,1262629
486,Product_486,groceries,1022163
487,Product_487,electronics,1778489
488,Product_488,groceries,592735
489,Product_489,utilities,932826
490,Product_490,fashion,619991
491,Product_491,electronics,882522
492,Product_492,furniture,823692
493,Product_493,utilities,1181157
494,Product_494,electronics,1334532
495,Product_495,furniture,441240
496,Product_496,electronics,1782592
497,Product_497,groceries,922580
498,Product_498,electronics,964789
499,Product_499,electronics,1029940
500,Product_500,electronics,136421
